OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1447309,06:31.3,28.06,3010.54,3030.69,1.34,0,,1,366.82,9.75,12.77,61.3,70.27,309.83,0,-0.14,21,5300,-89
1447409,06:31.4,28.24,3011.3,3024.35,1.47,0,,1,366.54,9.76,12.75,61.57,70.27,312.65,0,-0.17,21,5300,-89
1447509,06:31.5,28.44,3012.12,3055.07,1.47,0,,1,366.08,9.78,12.79,61.57,70.27,312.65,0,-0.19,21,5300,-89
1447609,06:31.6,28.24,3012.88,3031.07,1.47,0,,1,365.81,9.79,12.74,61.57,70.27,312.65,0,-0.18,21,5300,-89
1447709,06:31.7,28.51,3013.7,3087.69,1.47,0,,1,365.35,9.8,12.79,61.72,70.29,314.55,0,-0.15,21,5300,-90
1447809,06:31.8,28.53,3014.52,3048.24,1.47,0,,1,365.08,9.81,12.76,61.72,70.29,314.55,0,-0.19,21,5300,-89
1447909,06:31.9,28.76,3015.28,3090.39,1.47,0,,1,364.62,9.83,12.72,61.92,70.38,316.79,0,-0.13,21,5300,-90
1448009,06:32.0,28.94,3016.1,3107.28,1.44,0,,1,364.36,9.84,12.78,61.92,70.38,316.79,0,-0.18,21,5300,-90
1448230,06:32.2,29.13,3017.92,3121.67,1.47,0,,1,363.48,9.86,12.73,61.98,70.39,319.13,0,-0.17,21,5300,-91
1448330,06:32.3,29.17,3018.74,3127.85,1.47,0,,1,363.03,9.88,12.69,61.98,70.39,319.13,0,-0.21,21,5300,-91
1448430,06:32.4,29.26,3019.56,3134.8,1.47,0,,1,362.77,9.89,12.79,61.98,70.39,319.13,0,-0.22,21,5300,-91
1448530,06:32.5,29.35,3020.38,3143.5,1.47,0,,1,362.32,9.9,12.69,62,70.52,321.73,0,-0.13,21,5300,-91
1448630,06:32.6,29.49,3021.19,3169.74,1.47,0,,1,361.88,9.92,12.77,62,70.52,321.73,0,-0.13,21,5300,-92
1448730,06:32.7,29.49,3022.01,3143.99,1.47,0,,1,361.62,9.93,12.78,62,70.52,321.73,0,-0.18,21,5300,-91
1448830,06:32.8,29.58,3022.83,3170.24,1.47,0,,1,361.18,9.94,12.73,61.95,70.5,323.8,0,-0.22,21,5300,-92
1448930,06:32.9,29.65,3023.65,3155.15,1.47,0,,1,360.91,9.95,12.79,61.95,70.5,323.8,0,-0.21,21,5300,-91
1449030,06:33.0,29.96,3024.53,3205.9,1.47,0,,1,360.48,9.97,12.76,62.05,70.52,325.78,0,-0.15,21,5300,-92
1449130,06:33.1,29.94,3025.35,3191.91,1.42,0,,1,360.04,9.98,12.76,62.05,70.52,325.78,0,-0.16,21,5300,-92
1449348,06:33.3,29.92,3027.16,3210.79,1.44,0,,1,359.19,10.01,12.77,62,70.63,327.61,0,-0.17,21,5300,-92
1449448,06:33.4,30.21,3027.98,3236.07,1.47,0,,1,358.94,10.02,12.76,62,70.63,327.61,0,-0.18,21,5300,-93
1449548,06:33.5,30.29,3028.86,3215.35,1.47,0,,1,358.51,10.04,12.75,62,70.63,327.61,0,-0.16,21,5300,-92
1449648,06:33.6,30.48,3029.68,3257.33,1.47,0,,1,358.08,10.05,12.74,62.13,70.71,329.91,0,-0.15,21,5300,-93
1449748,06:33.7,30.32,3030.56,3224.85,1.47,0,,1,357.83,10.06,12.76,62.13,70.71,329.91,0,-0.22,21,5300,-93
1449848,06:33.8,30.45,3031.38,3272.7,1.47,0,,1,357.4,10.08,12.78,62.13,70.71,329.91,0,-0.18,21,5300,-93
1449948,06:33.9,30.66,3032.25,3251.5,1.47,0,,1,356.98,10.09,12.74,62.11,70.78,331.63,0,-0.18,21,5300,-93
1450048,06:34.0,30.72,3033.07,3298.24,1.47,0,,1,356.55,10.11,12.79,62.11,70.78,331.63,0,-0.13,21,5300,-94
1450148,06:34.1,30.68,3033.95,3257.24,1.47,0,,1,356.3,10.12,12.76,62.16,70.78,333.38,0,-0.16,21,5300,-93
1450248,06:34.2,30.92,3034.83,3305.51,1.47,0,,1,355.89,10.13,12.76,62.16,70.78,333.38,0,-0.16,21,5300,-94
1450348,06:34.3,30.95,3035.71,3296.98,1.32,0,,1,355.47,10.15,12.77,62.16,70.78,333.38,0,-0.14,21,5300,-94
1450466,06:34.5,31.19,3036.7,3324.38,1.32,0,,1,355.07,10.16,12.77,62.38,70.84,335.07,0,-0.14,21,5300,-94
1450566,06:34.6,30.98,3037.58,3300.33,1.47,0,,1,354.65,10.18,12.76,62.38,70.84,335.07,0,-0.13,21,5300,-94
1450666,06:34.7,31.35,3038.46,3341.69,1.47,0,,1,354.24,10.19,12.78,62.38,70.84,335.07,0,-0.14,21,5300,-95
1450766,06:34.8,31.19,3039.33,3351.3,1.47,0,,1,354,10.2,12.77,62.65,70.83,337.41,0,-0.2,21,5300,-95
1450866,06:34.9,31.45,3040.21,3354.11,1.47,0,,1,353.58,10.22,12.76,62.65,70.83,337.41,0,-0.15,21,5300,-95
1450966,06:35.0,31.51,3041.09,3373.82,1.33,0,,1,353.17,10.23,12.72,62.65,70.83,337.41,0,-0.18,21,5300,-95
1451066,06:35.1,31.76,3041.97,3364.27,1.4,0,,1,352.76,10.25,12.76,62.9,70.99,339.05,0,-0.17,21,5300,-95
1451166,06:35.2,32.24,3042.9,3592.49,1.37,0,,1,352.36,10.26,12.78,62.9,70.99,339.05,0,-0.16,21,5300,-99
1451266,06:35.3,32.41,3043.78,3092.39,1.47,0,,1,351.95,10.28,12.76,63.16,71.02,341.08,0,-0.08,21,5300,-90
1451366,06:35.4,32.24,3044.66,3466.5,1.47,0,,1,351.72,10.29,12.76,63.16,71.02,341.08,0,-0.15,21,5300,-97
1451584,06:35.6,32.32,3046.65,3365.11,1.29,0,,1,350.77,10.32,12.76,63.34,71.09,342.95,0,-0.22,21,5300,-95
1451684,06:35.7,32.44,3047.53,3476.35,1.47,0,,1,350.53,10.33,12.76,63.34,71.09,342.95,0,-0.16,21,5300,-97
1451784,06:35.8,32.38,3048.41,3426.52,1.47,0,,1,350.13,10.34,12.77,63.34,71.09,342.95,0,-0.19,21,5300,-96
1451884,06:35.9,32.66,3049.34,3498.44,1.47,0,,1,349.74,10.36,12.76,63.48,71.16,345.2,0,-0.16,21,5300,-97
1451984,06:36.0,32.72,3050.28,3417.15,1.47,0,,1,349.34,10.37,12.74,63.48,71.16,345.2,0,-0.17,21,5300,-96
1452084,06:36.1,32.8,3051.16,3480.88,1.47,0,,1,348.95,10.39,12.69,63.48,71.16,345.2,0,-0.16,21,5300,-97
1452184,06:36.2,32.92,3052.09,3503.24,1.35,0,,1,348.56,10.4,12.72,63.67,71.16,346.56,0,-0.17,21,5300,-98
1452284,06:36.3,33.06,3053.03,3543.9,1.47,0,,1,348.17,10.42,12.76,63.67,71.16,346.56,0,-0.15,21,5300,-98
1452384,06:36.4,33.5,3053.96,3697.09,1.45,0,,1,347.78,10.43,12.75,63.65,71.26,348.38,0,-0.19,21,5300,-101
1452484,06:36.5,33.39,3054.9,3352.99,1.34,0,,1,347.39,10.45,12.75,63.65,71.26,348.38,0,-0.15,21,5300,-95
1452705,06:36.7,34.01,3057.01,3577.71,1.47,0,,1,346.65,10.48,12.75,63.65,71.25,350.13,0,-0.09,21,5300,-99
1452805,06:36.8,34.25,3057.94,3424.36,1.45,0,,1,346.1,10.5,12.77,63.65,71.25,350.13,0,-0.1,21,5300,-96
1452905,06:36.9,34.4,3058.94,3796.39,1.45,0,,1,345.72,10.51,12.75,63.65,71.25,350.13,0,-0.16,21,5300,-103
1453005,06:37.0,34.52,3059.87,3557.14,1.4,0,,1,345.34,10.53,12.78,63.65,71.33,352.62,0,-0.12,21,5300,-99
1453105,06:37.1,34.83,3060.87,3853.19,1.47,0,,1,344.97,10.54,12.76,63.65,71.33,352.62,0,-0.11,21,5300,-104
1453205,06:37.2,35.2,3061.86,3656.75,1.38,0,,1,344.6,10.56,12.74,63.65,71.33,352.62,0,-0.08,21,5300,-100
1453305,06:37.3,35.6,3062.86,3949.45,1.47,0,,1,344.22,10.57,12.75,63.72,71.34,354.28,0,-0.01,21,5300,-106
1453405,06:37.4,35.38,3063.85,3631.41,1.47,0,,1,343.85,10.59,12.75,63.72,71.34,354.28,0,-0.13,21,5300,-100
1453505,06:37.5,35.41,3064.85,3827.14,1.47,0,,1,343.48,10.6,12.78,63.66,71.48,356.48,0,-0.02,21,5300,-103
1453605,06:37.6,35.31,3065.78,3693.56,1.47,0,,1,343.11,10.62,12.75,63.66,71.48,356.48,0,-0.07,21,5300,-101
1453823,06:37.8,35.92,3068.01,3668.04,1.47,0,,1,342.24,10.65,12.78,63.72,71.54,358.4,0,-0.04,21,5300,-101
1453923,06:37.9,36.26,3069,3771.92,1.47,0,,1,341.72,10.67,12.77,63.72,71.54,358.4,0,-0.02,21,5300,-102
1454023,06:38.0,35.54,3070,3710.46,1.47,0,,1,341.35,10.69,12.62,63.72,71.54,358.4,0,-0.02,21,5300,-101
1454123,06:38.1,35.56,3070.99,3774.18,1.47,0,,1,340.99,10.7,12.78,63.65,71.63,356.59,0,-0.13,21,5300,-102
1454223,06:38.2,36.19,3071.99,3832.89,1.47,0,,1,340.63,10.72,12.66,63.65,71.63,356.59,0,0.01,21,5300,-103
1454323,06:38.3,35.39,3072.98,3641.22,1.47,0,,1,340.27,10.73,12.53,63.65,71.63,356.59,,,,,
1459695,06:43.7,36.76,3125.47,1952.71,1.47,0,,1,322.75,11.51,12.62,63.18,73.13,327.53,0,-0.11,17,5594.58,-68
1460695,06:44.7,36.7,3135.71,1235.29,1.47,0,,1,322.62,11.55,12.76,63.06,73.25,296.13,0,-0.08,17,7000,-42
1461695,06:45.7,36.75,3145.9,0,1.47,0,,1,323.67,11.55,12.81,62.6,73.59,278.38,0,-0.13,17,7000,-42
1462749,06:46.7,36.28,3156.55,0,1.47,0,,1,324.76,11.55,12.77,62.23,73.88,267.28,0,-0.07,17,7000,-42
1463862,06:47.9,36.06,3167.72,0,1.47,0,,1,325.91,11.55,12.78,62,74.15,258.15,0,-0.1,17,7000,-42
1464974,06:49.0,35.96,3178.84,0,1.47,0,,1,327.06,11.55,12.8,61.77,74.49,250.28,0,-0.11,17,7000,-42
1466087,06:50.1,35.9,3189.9,0,1.47,0,,1,328.19,11.55,12.75,61.62,74.92,243.55,0,-0.07,17,7000,-42
1467199,06:51.2,35.5,3200.96,0,1.47,0,,1,329.33,11.55,12.8,61.37,75.24,237.59,0,-0.12,17,7000,-42
1468306,06:52.3,35.62,3211.96,0,1.47,0,,1,330.46,11.55,12.81,61.06,75.45,232.26,0,-0.08,17,7000,-42
1469418,06:53.4,34.54,3222.73,0,1.47,0,,1,331.57,11.55,12.78,60.6,75.76,227.52,0,-0.08,17,7000,-42
1470530,06:54.5,35.53,3233.55,0,1.47,0,,1,332.69,11.55,12.62,60.34,75.91,223.3,0,-0.1,17,7000,-42
1471636,06:55.6,34.93,3244.26,0,1.47,0,,1,333.79,11.55,12.79,59.92,76.19,219.4,0,-0.09,17,7000,-42
1472636,06:56.6,34.79,3253.92,0,1.47,0,,1,334.78,11.55,12.67,59.54,76.41,216.68,0,-0.09,17,7000,-42
1473636,06:57.6,34.67,3263.57,0,1.47,0,,1,335.77,11.55,12.78,59.2,76.59,213.33,0,-0.1,17,7000,-42
1474636,06:58.6,34.42,3273.17,0,1.47,0,,1,336.76,11.55,12.79,58.98,76.73,210.91,0,-0.11,17,7000,-42
1475636,06:59.6,34.36,3282.71,0,1.47,0,,1,337.74,11.55,12.8,58.67,77.02,208.09,0,-0.12,17,7000,-42
1476636,07:00.6,34.18,3292.25,0,1.47,0,,1,338.72,11.55,12.67,58.42,77.05,205.3,0,-0.11,17,7000,-42
1477636,07:01.6,34.3,3301.79,0,1.47,0,,1,339.71,11.55,12.68,58.23,77.29,203.48,0,-0.1,17,7000,-42
1478636,07:02.6,33.04,3311.09,0,1.47,0,,1,340.66,11.55,12.79,58.07,77.38,201.03,0,-0.11,17,7000,-42
1479636,07:03.6,33.55,3320.51,0,1.47,0,,1,341.63,11.55,12.8,57.96,77.48,199.41,0,-0.1,17,7000,-42
1480636,07:04.6,33.6,3329.82,0,1.47,0,,1,342.59,11.55,12.68,57.66,77.59,197.38,0,-0.09,17,7000,-42
1481638,07:05.6,33.46,3339.18,0,1.47,0,,1,343.55,11.55,12.79,57.59,77.71,195.46,0,-0.1,17,7000,-42
1482750,07:06.7,33.54,3349.48,0,1.47,0,,1,344.61,11.55,12.8,57.56,77.87,193.58,0,-0.1,17,7000,-42
1483862,07:07.9,33.59,3359.84,0,1.47,0,,1,345.68,11.55,12.8,57.41,77.84,191.77,0,-0.12,17,7000,-42
1484974,07:09.0,33.67,3370.25,0,1.47,0,,1,346.75,11.55,12.8,57.31,77.95,190.15,0,-0.12,17,7000,-42
1485974,07:10.0,33.57,3379.56,0,1.47,0,,1,347.71,11.55,12.8,57.3,78.01,188.96,0,-0.11,17,7000,-42
1486974,07:11.0,33.38,3388.86,0,1.47,0,,1,348.66,11.55,12.82,57.3,78.1,187.49,0,-0.11,17,7000,-42
1487974,07:12.0,33.44,3398.16,0,1.47,0,,1,349.62,11.55,12.82,57.2,78.19,186.34,0,-0.1,17,7000,-42
1488974,07:13.0,33.2,3407.35,0,1.47,0,,1,350.57,11.55,12.67,57.15,78.19,184.96,0,-0.1,17,7000,-42
1489974,07:14.0,33.06,3416.54,0,1.47,0,,1,351.51,11.55,12.82,57.08,78.28,183.74,0,-0.12,17,7000,-42
1490974,07:15.0,32.96,3425.73,0,1.47,0,,1,352.46,11.55,12.79,57.08,78.29,182.72,0,-0.09,17,7000,-42
1491974,07:16.0,32.84,3434.85,0,1.47,0,,1,353.4,11.55,12.68,57.01,78.31,181.56,0,-0.1,17,7000,-42
1492974,07:17.0,32.85,3443.92,0,1.47,0,,1,354.33,11.55,12.68,56.97,78.27,180.73,0,-0.1,17,7000,-42
1493974,07:18.0,32.6,3453.05,0,1.47,0,,1,355.27,11.55,12.81,56.94,78.33,179.6,0,-0.13,17,7000,-42
1494976,07:19.0,31.8,3461.95,0,1.47,0,,1,356.18,11.55,12.78,56.92,78.31,178.58,0,-0.09,17,7000,-42
1496088,07:20.1,31.09,3471.54,0,1.47,0,,1,357.17,11.55,12.67,56.9,78.3,177.5,0,-0.08,17,7000,-42
1497200,07:21.2,30.33,3480.91,0,1.47,0,,1,358.13,11.55,12.79,56.9,78.38,176.54,0,-0.08,17,7000,-42
1498312,07:22.3,30.26,3490.27,0,1.47,0,,1,359.1,11.55,12.67,56.88,78.39,175.59,0,-0.09,17,7000,-42
1499418,07:23.4,29.5,3499.46,0,1.47,0,,1,360.04,11.55,12.79,56.86,78.37,174.71,0,-0.12,17,7000,-42
1500530,07:24.5,28.75,3508.41,0,1.47,0,,1,360.96,11.55,12.79,56.76,78.31,173.82,0,-0.08,17,7000,-42
1501642,07:25.6,27.75,3517.07,0,1.47,0,,1,361.86,11.55,12.82,56.72,78.27,173.05,0,-0.09,17,7000,-42
1502754,07:26.8,26.69,3525.44,0,1.47,0,,1,362.72,11.55,12.79,56.65,78.24,172.22,0,-0.1,17,7000,-42
1503754,07:27.8,25.6,3532.64,0,1.47,0,,1,363.46,11.55,12.66,56.59,78.28,171.63,0,-0.09,17,7000,-42
1504754,07:28.8,24.41,3539.54,0,1.47,0,,1,364.17,11.55,12.65,56.5,78.23,170.86,0,-0.09,17,7000,-42
1505754,07:29.8,23.43,3546.1,0,1.47,0,,1,364.84,11.55,12.68,56.4,78.2,170.13,0,-0.1,17,7000,-42
1506754,07:30.8,22.16,3552.36,0,1.47,0,,1,365.49,11.55,12.73,56.45,78.33,169.53,0,-0.08,17,7000,-42
1507754,07:31.8,20.98,3558.27,0,1.47,0,,1,366.09,11.55,12.8,56.45,78.13,168.88,0,-0.13,17,7000,-42
1508754,07:32.8,19.79,3563.89,0,1.47,0,,1,366.67,11.55,12.8,56.5,78.13,168.3,0,-0.08,17,7000,-42
1509754,07:33.8,18.7,3569.21,0,1.47,0,,1,367.22,11.55,12.67,56.44,78.08,167.71,0,-0.08,17,7000,-42
1510754,07:34.8,17.55,3574.13,0,1.47,0,,1,367.73,11.55,12.79,56.41,78.05,167.25,0,-0.1,17,7000,-42
1511754,07:35.8,16.81,3578.92,0,1.47,0,,1,368.22,11.55,12.8,56.39,78.01,166.59,0,-0.09,17,7000,-42
1512754,07:36.8,16.07,3583.43,0,1.47,0,,1,368.68,11.55,12.79,56.4,77.96,165.92,0,-0.09,17,7000,-42
1513862,07:37.9,15.46,3588.23,0,1.47,0,,1,369.18,11.55,12.8,56.25,77.94,165.36,0,-0.1,17,7000,-42
1514974,07:39.0,14.57,3592.79,0,1.47,0,,1,369.65,11.55,12.65,56.38,77.88,164.7,0,-0.1,17,7000,-42
1516087,07:40.1,13.95,3597.12,0,1.47,0,,1,370.09,11.55,12.79,56.27,77.83,164.25,0,-0.07,17,7000,-42
1517199,07:41.2,13.79,3601.4,0,1.47,0,,1,370.53,11.55,12.66,56.28,77.8,163.71,0,-0.1,17,7000,-42
1518306,07:42.3,13.96,3605.67,0,1.47,0,,1,370.97,11.55,12.82,56.25,77.73,163.11,0,-0.08,17,7000,-42
1519418,07:43.4,14.08,3610,0,1.47,0,,1,371.42,11.55,12.81,56.25,77.69,162.52,0,-0.08,17,7000,-42
1520530,07:44.5,14.69,3614.5,0,1.47,0,,1,371.88,11.55,12.65,56.2,77.61,161.98,0,-0.08,17,7000,-42
1521530,07:45.5,14.91,3618.6,0,1.47,0,,1,372.3,11.55,12.82,56.21,77.62,161.52,0,-0.1,17,7000,-42
1522530,07:46.5,15.66,3622.87,0,1.47,0,,1,372.74,11.55,12.82,56.21,77.56,161.02,0,-0.09,17,7000,-42
1523530,07:47.5,16.55,3627.44,0,1.47,0,,1,373.21,11.55,12.66,56.23,77.52,160.62,0,-0.1,17,7000,-42
1524530,07:48.5,16.75,3632.12,0,1.47,0,,1,373.69,11.55,12.8,56.16,77.52,160.09,0,-0.09,17,7000,-42
1525530,07:49.5,17.11,3636.8,0,1.47,0,,1,374.17,11.55,12.79,56.14,77.38,159.66,0,-0.09,17,7000,-42
1526530,07:50.5,17.18,3641.54,0,1.47,0,,1,374.66,11.55,12.83,56.13,77.31,159.24,0,-0.09,17,7000,-42
1527530,07:51.5,17.48,3646.45,0,1.47,0,,1,375.17,11.55,12.65,56.12,77.3,158.73,0,-0.09,17,7000,-42
1528530,07:52.5,17.57,3651.31,0,1.47,0,,1,375.67,11.55,12.66,56.12,77.2,158.41,0,-0.09,17,7000,-42
1529530,07:53.5,17.49,3656.23,0,1.47,0,,1,376.17,11.55,12.79,56.09,77.26,157.92,0,-0.09,17,7000,-42
1530538,07:54.5,17.57,3661.14,0,1.47,0,,1,376.68,11.55,12.8,56.04,77.07,157.44,0,-0.11,17,7000,-42
1531644,07:55.6,17.5,3666.52,0,1.47,0,,1,377.23,11.55,12.79,56.07,77.17,156.98,0,-0.08,17,7000,-42
1532644,07:56.6,17.54,3671.44,0,1.47,0,,1,377.74,11.55,12.66,56.11,76.98,156.59,0,-0.11,17,7000,-42
1533644,07:57.6,17.5,3676.3,0,1.47,0,,1,378.24,11.55,12.65,56.07,77.07,156.26,0,-0.09,17,7000,-42
1534644,07:58.6,17.35,3681.15,0,1.47,0,,1,378.74,11.55,12.82,56.05,76.94,155.84,0,-0.08,17,7000,-42
1535644,07:59.6,17.29,3685.95,0,1.47,0,,1,379.23,11.55,12.8,56.09,76.91,155.43,0,-0.1,17,7000,-42
1536644,08:00.6,17.16,3690.75,0,1.47,0,,1,379.72,11.55,12.81,56.07,76.96,155.01,0,-0.09,17,7000,-42
1537644,08:01.6,17.13,3695.55,0,1.47,0,,1,380.22,11.55,12.66,56.09,76.94,154.61,0,-0.1,17,7000,-42
1538644,08:02.6,17.05,3700.29,0,1.47,0,,1,380.71,11.55,12.79,56.07,76.75,154.26,0,-0.09,17,7000,-42
1539644,08:03.6,16.91,3704.97,0,1.47,0,,1,381.19,11.55,12.81,56,76.72,153.98,0,-0.09,17,7000,-42
1540644,08:04.6,16.98,3709.65,0,1.47,0,,1,381.67,11.55,12.66,56.07,76.7,153.52,0,-0.09,17,7000,-42
1541649,08:05.6,16.91,3714.39,0,1.47,0,,1,382.16,11.55,12.65,56.04,76.58,153.1,0,-0.09,17,7000,-42
1542756,08:06.8,16.95,3719.6,0,1.47,0,,1,382.69,11.55,12.81,55.98,76.59,152.69,0,-0.1,17,7000,-42
1543868,08:07.9,16.87,3724.81,0,1.47,0,,1,383.23,11.55,12.66,56,76.56,152.27,0,-0.1,17,7000,-42
1544980,08:09.0,16.74,3729.96,0,1.47,0,,1,383.76,11.55,12.79,55.93,76.41,151.81,0,-0.09,17,7000,-42
1546092,08:10.1,16.94,3735.17,0,1.47,0,,1,384.29,11.55,12.83,55.91,76.38,151.44,0,-0.1,17,7000,-42
1547198,08:11.2,17.1,3740.43,0,1.47,0,,1,384.84,11.55,12.82,55.94,76.3,151.11,0,-0.08,17,7000,-42
1548310,08:12.3,17.25,3745.76,0,1.47,0,,1,385.38,11.55,12.79,55.94,76.33,150.61,0,-0.11,17,7000,-42
1549310,08:13.3,17.3,3750.56,0,1.47,0,,1,385.88,11.55,12.65,55.88,76.21,150.36,0,-0.11,17,7000,-42
1550310,08:14.3,17.58,3755.41,0,1.47,0,,1,386.38,11.55,12.79,55.96,76.14,149.86,0,-0.07,17,7000,-42
1551310,08:15.3,17.43,3760.27,0,1.47,0,,1,386.88,11.55,12.8,55.91,76.02,149.62,0,-0.09,17,7000,-42
1552310,08:16.3,17.06,3765.07,0,1.47,0,,1,387.37,11.55,12.82,55.99,76.05,149.22,0,-0.1,17,7000,-42
1553310,08:17.3,16.68,3769.75,0,1.47,0,,1,387.85,11.55,12.66,55.84,76.07,148.74,0,-0.1,17,7000,-42
1554310,08:18.3,16.58,3774.37,0,1.47,0,,1,388.33,11.55,12.81,55.96,76.05,148.51,0,-0.08,17,7000,-42
1555310,08:19.3,16.3,3778.94,0,1.47,0,,1,388.8,11.55,12.79,55.98,75.88,148.25,0,-0.08,17,7000,-42
1556310,08:20.3,16.1,3783.38,0,1.47,0,,1,389.25,11.55,12.83,55.93,75.93,147.95,0,-0.12,17,7000,-42
1557310,08:21.3,15.86,3787.83,0,1.47,0,,1,389.71,11.55,12.65,55.89,75.8,147.61,0,-0.1,17,7000,-42
1558318,08:22.3,15.71,3792.16,0,1.47,0,,1,390.16,11.55,12.67,55.91,75.76,147.17,0,-0.1,17,7000,-42
1559430,08:23.4,15.51,3797.02,0,1.47,0,,1,390.66,11.55,12.82,55.91,75.73,146.91,0,-0.1,17,7000,-42
1560430,08:24.4,15.16,3801.29,0,1.47,0,,1,391.1,11.55,12.81,55.89,75.66,146.62,0,-0.1,17,7000,-42
1561430,08:25.4,15,3805.5,0,1.47,0,,1,391.53,11.55,12.8,55.91,75.62,146.15,0,-0.11,17,7000,-42
1562430,08:26.4,14.93,3809.6,0,1.47,0,,1,391.95,11.55,12.79,55.86,75.55,145.85,0,-0.1,17,7000,-42
1563430,08:27.4,14.77,3813.75,0,1.47,0,,1,392.38,11.55,12.68,55.84,75.55,145.54,0,-0.1,17,7000,-42
1564430,08:28.4,14.78,3817.85,0,1.47,0,,1,392.8,11.55,12.8,55.86,75.54,145.26,0,-0.1,17,7000,-42
1565430,08:29.4,14.57,3821.89,0,1.47,0,,1,393.22,11.55,12.81,55.87,75.42,144.95,0,-0.11,17,7000,-42
1566430,08:30.4,14.54,3825.93,0,1.47,0,,1,393.63,11.55,12.8,55.84,75.38,144.55,0,-0.1,17,7000,-42
1567430,08:31.4,14.58,3830.02,0,1.47,0,,1,394.05,11.55,12.68,55.87,75.29,144.39,0,-0.11,17,7000,-42
1568430,08:32.4,14.51,3834,0,1.47,0,,1,394.46,11.55,12.79,55.91,75.19,144.02,0,-0.09,17,7000,-42
1569432,08:33.4,14.38,3838.04,0,1.47,0,,1,394.88,11.55,12.79,55.86,75.3,143.58,0,-0.09,17,7000,-42
1570544,08:34.5,14.18,3842.43,0,1.47,0,,1,395.33,11.55,12.65,55.81,75.23,143.29,0,-0.08,17,7000,-42
1571544,08:35.5,14.19,3846.35,0,1.47,0,,1,395.73,11.55,12.82,55.84,75.17,143.05,0,-0.09,17,7000,-42
1572544,08:36.5,13.97,3850.27,0,1.47,0,,1,396.14,11.55,12.66,55.8,75.05,142.6,0,-0.09,17,7000,-42
1573544,08:37.5,13.85,3854.13,0,1.47,0,,1,396.53,11.55,12.67,55.81,74.96,142.47,0,-0.09,17,7000,-42
1574544,08:38.5,13.94,3858.05,0,1.47,0,,1,396.94,11.55,12.79,55.86,74.98,142.08,0,-0.1,17,7000,-42
1575544,08:39.5,13.79,3861.86,0,1.47,0,,1,397.33,11.55,12.81,55.74,74.99,141.73,0,-0.11,17,7000,-42
1576544,08:40.5,13.3,3865.6,0,1.47,0,,1,397.71,11.55,12.66,55.81,74.89,141.51,0,-0.09,17,7000,-42
1577544,08:41.5,12.17,3869,0,1.47,0,,1,398.06,11.55,12.82,55.81,74.85,141.17,0,-0.1,17,7000,-42
1578544,08:42.5,11.75,3872.27,0,1.47,0,,1,398.4,11.55,12.81,55.79,74.88,140.92,0,-0.11,17,7000,-42
1579544,08:43.5,11.32,3875.43,0,1.47,0,,1,398.73,11.55,12.65,55.82,74.75,140.61,0,-0.09,17,7000,-42
1580552,08:44.6,11.29,3878.59,0,1.47,0,,1,399.05,11.55,12.67,55.74,74.77,140.26,0,-0.11,17,7000,-42
1581664,08:45.7,11.17,3882.04,0,1.47,0,,1,399.41,11.55,12.77,55.75,74.73,139.97,0,-0.11,17,7000,-42
1582777,08:46.8,11,3885.5,0,1.47,0,,1,399.76,11.55,12.65,55.82,74.61,139.66,0,-0.1,17,7000,-42
1583889,08:47.9,10.93,3888.89,0,1.47,0,,1,400.11,11.55,12.81,55.77,74.64,139.33,0,-0.1,17,7000,-42
1585002,08:49.0,10.24,3892.11,0,1.47,0,,1,400.44,11.55,12.64,55.73,74.45,138.98,0,-0.12,17,7000,-42
1586114,08:50.1,9.81,3895.15,0,1.47,0,,1,400.75,11.55,12.82,55.77,74.49,138.8,0,-0.09,17,7000,-42
1587114,08:51.1,9.44,3897.84,0,1.47,0,,1,401.03,11.55,12.78,55.81,74.38,138.38,0,5.12,17,7000,-42
1588114,08:52.1,3.02,3899.19,0,1.47,0,,1,401.17,11.55,12.77,55.77,74.43,138.06,0,7.76,17,7000,-42
1589114,08:53.1,0,3899.19,0,1.47,0,,1,401.17,11.55,12.75,55.81,74.36,137.84,0,5.28,17,7000,-42
1590114,08:54.1,0,3899.19,0,1.47,0,,1,401.17,11.55,12.66,55.84,74.38,137.64,0,-0.31,17,7000,-42
1590936,08:54.9,0.64,3899.25,0,1.47,0,,1,401.18,11.55,12.67,55.81,74.33,137.34,0,-0.27,21,7000,-42
1591036,08:55.0,0,3899.25,0,1.47,1,,1,401.18,11.55,10.32,55.81,74.33,137.34,0,-0.27,23,7000,-42
1591136,08:55.1,0,3899.25,0.92,1.47,1,,1,400.96,11.55,11.66,55.87,74.34,137.3,0,-0.32,23,6900,-20
1591236,08:55.2,0.7,3899.31,0.92,1.47,1,,1,400.97,11.55,11.84,55.87,74.34,137.3,0,-0.4,23,6900,-20
1591336,08:55.3,0.7,3899.31,1370.85,1.47,0,,1,400.55,11.57,11.96,55.81,74.24,136.94,0,-0.37,21,6600,-46
1591436,08:55.4,0.7,3899.31,1854.6,1.47,0,,1,400.37,11.57,12.68,55.81,74.24,136.94,0,-0.41,21,5353.56,-62
