OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
90621,07:38.6,15.73,60.33,0,1.47,0,,0.8,90.98,0.79,12.94,38.04,46.02,147.98,0,-0.24,17,5280,-48
91733,07:39.7,15.75,65.19,0,1.47,0,,0.8,98.3,0.79,12.82,37.98,46.15,143.09,0,-0.25,17,5280,-48
92847,07:40.8,15.63,70.05,0,1.47,0,,0.8,105.63,0.79,12.92,37.96,46.28,138.66,0,-0.23,17,5280,-48
93959,07:42.0,15.45,74.84,0,1.47,0,,0.8,112.86,0.79,12.94,37.97,46.41,134.67,0,-0.23,17,5280,-48
95071,07:43.1,15.32,79.64,0,1.47,0,,0.8,120.1,0.79,12.83,37.94,46.46,131.15,0,-0.23,17,5280,-48
96183,07:44.2,15.36,84.38,0,1.47,0,,0.8,127.24,0.79,12.92,37.92,46.54,127.99,0,-0.23,17,5280,-48
97291,07:45.3,15.29,89.06,0,1.47,0,,0.8,134.3,0.79,12.94,37.92,46.63,125.03,0,-0.22,17,5280,-48
98404,07:46.4,15.08,93.74,0,1.47,0,,0.8,141.36,0.79,12.8,37.98,46.67,122.44,0,-0.22,17,5280,-48
99516,07:47.5,14.94,98.37,0,1.47,0,,0.8,148.33,0.79,12.96,37.9,46.74,120.09,0,-0.21,17,5280,-48
100628,07:48.6,14.92,102.99,0,1.47,0,,0.8,155.31,0.79,12.96,37.85,46.72,117.9,0,-0.22,17,5280,-48
101736,07:49.7,14.72,107.5,0,1.47,0,,0.8,162.1,0.79,12.81,37.86,46.74,115.8,0,-0.22,17,5280,-48
102848,07:50.8,14.65,112.06,0,1.47,0,,0.8,168.98,0.79,12.96,37.8,46.77,113.88,0,-0.21,17,5280,-48
103961,07:52.0,14.58,116.57,0,1.47,0,,0.8,175.78,0.79,12.95,37.85,46.73,112.22,0,-0.22,17,5280,-48
105073,07:53.1,14.55,121.01,0,1.47,0,,0.8,182.48,0.79,12.8,37.8,46.89,110.6,0,-0.22,17,5280,-48
106184,07:54.2,14.37,125.46,0,1.47,0,,0.8,189.19,0.79,12.97,37.79,46.88,109.02,0,-0.21,17,5280,-48
107296,07:55.3,14.31,129.91,0,1.47,0,,0.8,195.9,0.79,12.97,37.85,46.91,107.62,0,-0.21,17,5280,-48
108408,07:56.4,14.07,134.3,0,1.47,0,,0.8,202.52,0.79,12.81,37.81,46.89,106.38,0,-0.22,17,5280,-48
109516,07:57.5,14.09,138.63,0,1.47,0,,0.8,209.05,0.79,12.98,37.84,46.93,105.15,0,-0.21,17,5280,-48
110629,07:58.6,13.98,142.9,0,1.47,0,,0.8,215.49,0.79,12.94,37.81,46.96,103.89,0,-0.21,17,5280,-48
111741,07:59.7,13.93,147.23,0,1.47,0,,0.8,222.02,0.79,12.79,37.88,46.94,102.84,0,-0.21,17,5280,-48
112853,08:00.9,13.65,151.5,0,1.47,0,,0.8,228.46,0.79,12.83,37.77,46.99,101.9,0,-0.21,17,5280,-48
113961,08:02.0,13.6,155.71,0,1.47,0,,0.8,234.81,0.79,12.93,37.85,47.02,100.96,0,-0.22,17,5280,-48
115074,08:03.1,13.6,159.87,0,1.47,0,,0.8,241.08,0.79,12.97,37.84,47.06,100.09,0,-0.22,17,5280,-48
116186,08:04.2,13.45,164.08,0,1.47,0,,0.8,247.43,0.79,12.8,37.85,46.96,99.23,0,-0.2,17,5280,-48
117298,08:05.3,13.46,168.18,0,1.47,0,,0.8,253.61,0.79,12.98,37.9,47.16,98.45,0,-0.2,17,5280,-48
118409,08:06.4,13.3,172.28,0,1.47,0,,0.8,259.78,0.79,12.96,37.92,47.05,97.78,0,-0.2,17,5280,-48
119521,08:07.5,13.16,176.37,0,1.47,0,,0.8,265.96,0.79,12.84,37.96,47.11,96.98,0,-0.21,17,5280,-48
120633,08:08.6,13.07,180.41,0,1.47,0,,0.8,272.05,0.79,12.95,37.98,47.14,96.38,0,-0.19,17,5280,-48
121744,08:09.7,13.04,184.45,0,1.47,0,,0.8,278.14,0.79,12.98,37.96,47.14,95.67,0,-0.2,17,5280,-48
122856,08:10.9,12.85,188.43,0,1.47,0,,0.8,284.14,0.79,12.84,37.96,47.11,95.14,0,-0.21,17,5280,-48
123968,08:12.0,12.68,192.35,0,1.47,0,,0.8,290.05,0.79,12.97,37.96,47.16,94.57,0,-0.31,17,5280,-48
125078,08:13.1,12.79,196.27,0,1.47,0,,0.8,295.96,0.79,12.93,38.02,47.23,94.03,0,-0.31,17,5280,-48
126191,08:14.2,12.59,200.19,0,1.47,0,,0.8,301.88,0.79,12.8,37.98,47.09,93.55,0,0.69,17,5280,-48
127303,08:15.3,12.2,203.99,0,1.47,0,,0.8,307.61,0.79,12.96,38.04,47.2,93.07,0,1.36,17,5280,-48
128414,08:16.4,11.37,207.62,0,1.47,0,,0.8,313.08,0.79,12.96,37.97,47.16,92.7,0,4.52,17,5280,-48
129526,08:17.5,9.34,210.72,0,1.47,0,,0.8,317.76,0.79,12.82,37.99,47.13,92.15,0,5.2,17,5280,-48
130638,08:18.6,6.77,213.06,0,1.47,0,,0.8,321.29,0.79,12.94,37.98,47.12,91.75,0,5.46,17,5280,-48
131749,08:19.7,4.27,214.64,0,1.47,0,,0.8,323.67,0.79,12.98,38.04,47.2,91.31,0,5.59,17,5280,-48
132854,08:20.9,1.95,215.4,0,1.47,0,,0.8,324.82,0.79,12.83,38.04,47.11,90.96,0,5.59,17,5280,-48
133967,08:22.0,0,215.52,0,1.47,0,,0.8,324.99,0.79,12.94,38.04,47.13,90.66,0,0.34,17,5280,-48
135085,08:23.1,0,215.52,0,1.47,0,,0.8,324.99,0.79,12.98,38.05,47.09,90.32,0,-0.34,17,5280,-48
136203,08:24.2,0.7,215.58,0,1.47,0,,0.8,325.08,0.79,12.84,38.01,47.12,89.99,0,-0.28,17,5280,-48
137320,08:25.3,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.98,38.06,47.13,89.63,0,-0.25,17,5280,-48
138438,08:26.4,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.97,38.06,47.2,89.28,0,-0.24,17,5280,-48
139553,08:27.6,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.81,38.04,47.02,89.11,0,-0.24,17,5280,-48
140670,08:28.7,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.95,38.03,47.07,88.83,0,-0.23,17,5280,-48
141788,08:29.8,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.95,38.08,47.07,88.5,0,-0.23,17,5280,-48
142892,08:30.9,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.79,38.03,47.06,88.2,0,-0.22,17,5280,-48
143997,08:32.0,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.92,38.04,46.98,87.99,0,-0.22,17,5280,-48
145100,08:33.1,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.96,38.03,46.99,87.73,0,-0.21,17,5280,-48
146206,08:34.2,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.79,38.05,46.96,87.41,0,-0.21,17,5280,-48
147312,08:35.3,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.97,38.04,46.82,87.22,0,-0.21,17,5280,-48
148312,08:36.3,0,215.58,0,1.47,0,,0.8,325.08,0.79,12.97,38.03,46.86,86.94,0,-0.22,17,5280,-48
149312,08:37.3,0,0,0,1.47,0,,0.8,0,0,12.93,38.04,46.87,86.8,0,-0.2,17,5280,-48
149412,08:37.4,0,0,0,1.47,1,,0.8,0,0,9.93,38.04,46.87,86.8,0,-0.24,23,5280,-48
149512,08:37.5,0,0,1.8,1.47,1,,0.8,0,0.01,11.22,38.03,46.89,86.68,0,-0.19,23,5520,-20
149612,08:37.6,0,0,784.08,1.47,1,,0.8,0,0.01,11.94,38.03,46.89,86.68,0,-0.24,23,5530.91,-34
149712,08:37.7,0,0,1335.14,1.47,0,,0.8,0,0.02,12.17,38.03,46.89,86.68,0,-0.24,21,5440,-45
149812,08:37.8,0,0,1745.84,1.47,0,,0.8,0,0.02,12.81,38.03,46.84,86.61,0,-0.23,21,4731.99,-56
149912,08:37.9,0,0,1793.03,1.47,0,,0.8,0,0.03,12.67,38.03,46.84,86.61,0,-0.21,21,4678.7,-58
150012,08:38.0,0,0,1781.98,1.47,0,,0.8,0,0.03,12.87,38.03,46.84,86.61,0,-0.21,21,4689.3,-58
150112,08:38.1,0,0,1769.68,1.47,0,,0.8,0,0.04,12.79,38.03,46.87,91.89,0,-0.22,21,4701.11,-56
150212,08:38.2,0.56,0.06,1761.6,1.47,0,,0.8,1.49,0.05,12.72,38.03,46.87,91.89,0,-0.23,21,4708.87,-56
150312,08:38.3,0.9,0.12,1758.01,1.47,0,,0.8,2.5,0.06,12.88,38.04,46.86,102.08,0,-0.23,21,4712.31,-56
150412,08:38.4,0.9,0.12,1762.22,1.47,0,,0.8,2.31,0.06,12.84,38.04,46.86,102.08,0,-0.26,21,4708.27,-56
150625,08:38.6,1.4,0.23,1759.04,1.47,0,,0.8,3.78,0.07,12.86,38.09,46.88,111.28,0,-0.25,21,4711.32,-56
150725,08:38.7,1.54,0.29,1767.57,1.47,0,,0.8,4.21,0.08,12.85,38.09,46.88,111.28,0,-0.26,21,4703.14,-56
150825,08:38.8,1.79,0.35,1778.81,1.47,0,,0.8,4.8,0.09,12.88,38.09,46.88,111.28,0,-0.23,21,4692.35,-58
150925,08:38.9,1.9,0.41,1759.07,1.47,0,,0.8,5.07,0.1,12.76,38.01,46.87,121.88,0,-0.25,21,4711.3,-56
151025,08:39.0,2.11,0.47,1749.32,1.47,0,,0.8,5.54,0.1,12.85,38.01,46.87,121.88,0,-0.29,21,4721.95,-56
151125,08:39.1,2.21,0.53,1754.8,1.47,0,,0.8,5.72,0.11,12.9,38.01,46.86,129.33,0,-0.24,21,4715.4,-56
151225,08:39.2,2.41,0.59,1763.46,1.47,0,,0.8,6.11,0.11,12.74,38.01,46.86,129.33,0,-0.29,21,4707.08,-56
151325,08:39.3,2.68,0.7,1758.4,1.47,0,,0.8,7.05,0.12,12.87,38.01,46.86,129.33,0,-0.29,21,4711.94,-56
151425,08:39.4,2.74,0.76,1763.95,1.47,0,,0.8,7.1,0.13,12.89,38.05,46.89,136.01,0,-0.29,21,4706.6,-56
151525,08:39.5,2.96,0.88,1761.26,1.47,0,,0.8,7.91,0.13,12.74,38.05,46.89,136.01,0,-0.3,21,4709.19,-56
151742,08:39.7,3.38,1.05,1763.23,1.47,0,,0.8,8.36,0.15,12.73,38.05,46.87,142.41,0,-0.27,21,4707.3,-56
151842,08:39.8,3.59,1.17,1753.85,1.47,0,,0.8,9.02,0.15,12.87,38.05,46.87,142.41,0,-0.29,21,4716.31,-56
151942,08:39.9,3.82,1.29,1765.46,1.47,0,,0.8,9.37,0.16,12.9,38.05,46.87,142.41,0,-0.3,21,4705.16,-56
152042,08:40.0,4,1.4,1770.2,1.47,0,,0.8,9.95,0.17,12.73,38.06,46.91,150.5,0,-0.29,21,4700.61,-56
152142,08:40.1,4.24,1.52,1762.11,1.47,0,,0.8,10.5,0.17,12.9,38.06,46.91,150.5,0,-0.31,21,4708.37,-56
152242,08:40.2,4.43,1.7,1749.81,1.47,0,,0.8,11.13,0.18,12.87,38.06,46.91,150.5,0,-0.28,21,4720.56,-56
152342,08:40.3,4.6,1.81,1756.88,1.47,0,,0.8,11.61,0.19,12.77,38.08,46.89,155.98,0,-0.27,21,4713.4,-56
152442,08:40.4,4.91,1.99,1774.26,1.47,0,,0.8,12.15,0.19,12.9,38.08,46.89,155.98,0,-0.27,21,4696.71,-56
152542,08:40.5,5.05,2.11,1772.19,1.47,0,,0.8,12.58,0.2,12.86,38.06,46.91,161.05,0,-0.23,21,4698.7,-56
152642,08:40.6,5.17,2.28,1760.12,1.47,0,,0.8,13.04,0.21,12.77,38.06,46.91,161.05,0,-0.27,21,4710.28,-56
152742,08:40.7,5.31,2.4,1759.66,1.47,0,,0.8,13.42,0.21,12.89,38.06,46.91,161.05,0,-0.23,21,4710.73,-56
152861,08:40.9,5.55,2.63,1753.23,1.47,0,,0.8,14.13,0.22,12.89,38.16,46.86,165.16,0,-0.23,21,4716.9,-56
152961,08:41.0,5.83,2.81,1768.63,1.47,0,,0.8,14.77,0.23,12.91,38.16,46.86,165.16,0,-0.27,21,4702.11,-56
153061,08:41.1,5.98,2.98,1772.81,1.47,0,,0.8,15.1,0.23,12.74,38.16,46.86,165.16,0,-0.28,21,4698.1,-56
153161,08:41.2,6.26,3.16,1765.98,1.47,0,,0.8,15.68,0.24,12.89,38.16,46.84,170.62,0,-0.26,21,4704.66,-56
153261,08:41.3,6.41,3.34,1768.71,1.47,0,,0.8,15.96,0.25,12.9,38.16,46.84,170.62,0,-0.25,21,4702.04,-56
153361,08:41.4,6.69,3.51,1780.44,1.47,0,,0.8,16.5,0.25,12.9,38.16,46.84,170.62,0,-0.29,21,4690.78,-58
153461,08:41.5,6.91,3.75,1787.68,1.47,0,,0.8,17,0.26,12.9,38.19,46.87,174.63,0,-0.28,21,4683.82,-58
153561,08:41.6,6.98,3.92,1781.95,1.47,0,,0.8,17.5,0.27,12.89,38.19,46.87,174.63,0,-0.27,21,4689.33,-58
153661,08:41.7,7.18,4.15,1821.66,1.33,0,,0.8,17.94,0.28,12.91,38.22,46.79,178.64,0,-0.28,21,4651.21,-59
153761,08:41.8,7.35,4.33,1819.45,1.43,0,,0.8,18.41,0.28,12.9,38.22,46.79,178.64,0,-0.23,21,4653.33,-59
153979,08:42.0,7.77,4.86,1870.32,1.44,0,,0.8,19.42,0.3,12.83,38.2,46.88,182.73,0,-0.25,21,4604.49,-62
154079,08:42.1,8.05,5.03,1889.88,1.47,0,,0.8,19.83,0.3,12.92,38.2,46.88,182.73,0,-0.27,21,4585.71,-64
154179,08:42.2,8.23,5.33,1927.31,1.47,0,,0.8,20.39,0.31,12.8,38.2,46.88,182.73,0,-0.26,21,4549.78,-66
154279,08:42.3,8.4,5.56,1953.09,1.42,0,,0.8,20.7,0.32,12.91,38.34,46.8,187.3,0,-0.29,21,4525.03,-68
154379,08:42.4,8.53,5.79,1959.82,1.27,0,,0.8,21.29,0.32,12.91,38.34,46.8,187.3,0,-0.25,21,4518.57,-68
154479,08:42.5,8.69,6.03,2001.7,1.34,0,,0.8,21.57,0.33,12.89,38.34,46.8,187.3,0,-0.27,21,4479.18,-71
154579,08:42.6,8.94,6.32,2025.76,1.28,0,,0.8,22.05,0.34,12.9,38.26,46.88,191.2,0,-0.26,21,4467.63,-71
154679,08:42.7,9.11,6.55,2048.8,1.32,0,,0.8,22.58,0.34,12.89,38.26,46.88,191.2,0,-0.23,21,4456.58,-71
154779,08:42.8,9.27,6.85,2079.98,1.3,0,,0.8,23.02,0.35,12.92,38.41,46.91,194.77,0,-0.25,21,4441.61,-72
154879,08:42.9,9.47,7.08,2127.77,1.34,0,,0.8,23.24,0.36,12.87,38.41,46.91,194.77,0,-0.25,21,4418.67,-73
155098,08:43.1,9.93,7.72,2199.66,1.17,0,,0.8,24.22,0.38,12.89,38.35,46.84,198.5,0,-0.21,21,4384.17,-74
155198,08:43.2,10.01,8.02,2209.05,0.98,0,,0.8,24.59,0.39,12.9,38.35,46.84,198.5,0,-0.29,21,4379.66,-74
155298,08:43.3,10.34,8.31,2241.36,1,0,,0.8,25.21,0.39,12.89,38.35,46.84,198.5,0,-0.25,21,4364.15,-75
155398,08:43.4,10.51,8.6,2294.37,1.1,0,,0.8,25.56,0.4,12.93,38.4,46.84,203.96,0,-0.31,21,4296.11,-76
155498,08:43.5,10.82,8.89,2324.82,1.16,0,,0.8,25.89,0.41,12.89,38.4,46.84,203.96,0,-0.26,21,4252.27,-76
155598,08:43.6,10.89,9.19,2356.04,1.16,0,,0.8,26.22,0.42,12.91,38.4,46.84,203.96,0,-0.21,21,4207.31,-77
155698,08:43.7,11.05,9.54,2404.91,0.92,0,,0.8,26.7,0.42,12.9,38.34,46.87,208.52,0,-0.24,21,4136.94,-78
155798,08:43.8,11.29,9.83,2421.06,0.91,0,,0.8,27.01,0.43,12.9,38.34,46.87,208.52,0,-0.26,21,4113.67,-78
155898,08:43.9,11.53,10.18,2464.22,1.04,0,,0.8,27.46,0.44,12.91,38.38,46.87,213.05,0,-0.3,21,4051.53,-79
155998,08:44.0,11.81,10.53,2529.3,1.15,0,,0.8,27.67,0.45,12.88,38.38,46.87,213.05,0,-0.22,21,4065.63,-80
156219,08:44.2,12.13,11.29,2604.9,1.17,0,,0.8,28.63,0.47,12.92,38.38,46.88,217.3,0,-0.17,21,4234.98,-81
156319,08:44.3,12.32,11.64,2619.57,1.07,0,,0.8,29.01,0.48,12.91,38.38,46.88,217.3,0,-0.29,21,4267.84,-82
156419,08:44.4,12.54,12,2700.57,0.99,0,,0.8,29.11,0.49,12.91,38.38,46.88,217.3,0,-0.27,21,4449.29,-83
156519,08:44.5,12.81,12.35,2744.86,0.84,0,,0.8,29.44,0.5,12.92,38.38,46.93,223.56,0,-0.27,21,4548.5,-84
156619,08:44.6,12.97,12.7,2770.02,0.81,0,,0.8,29.76,0.51,12.91,38.38,46.93,223.56,0,-0.27,21,4553.59,-84
156719,08:44.7,13.26,13.11,2815.98,0.73,0,,0.8,29.95,0.52,12.88,38.49,46.86,228.67,0,-0.24,21,4538.89,-85
156819,08:44.8,13.4,13.46,2831.79,0.71,0,,0.8,30.24,0.53,12.91,38.49,46.86,228.67,0,-0.26,21,4533.83,-85
156919,08:44.9,13.62,13.87,2886.91,0.69,0,,0.8,30.66,0.54,12.9,38.49,46.86,228.67,0,-0.22,21,4516.19,-86
157019,08:45.0,13.95,14.28,2954.86,0.61,0,,0.8,30.82,0.55,12.89,38.47,46.87,234.37,0,-0.27,21,4494.44,-88
157119,08:45.1,14.04,14.69,2977,0.5,0,,0.8,31.22,0.56,12.92,38.47,46.87,234.37,0,-0.21,21,4487.36,-88
157337,08:45.3,14.59,15.57,3081.27,0.53,0,,0.8,31.63,0.58,12.88,38.54,46.84,239.57,0,-0.18,21,4427.99,-90
157437,08:45.4,14.71,15.98,3106.47,0.47,0,,0.8,31.99,0.59,12.9,38.54,46.84,239.57,0,-0.29,21,4411.86,-90
157537,08:45.5,14.95,16.38,3162.22,0.45,0,,0.8,32.13,0.61,12.83,38.54,46.84,239.57,0,-0.22,21,4376.18,-91
157637,08:45.6,15.05,16.79,3179.4,0.34,0,,0.8,32.26,0.62,12.88,38.49,46.88,246.89,0,-0.19,21,4365.19,-92
157737,08:45.7,15.29,17.26,3197.44,0.3,0,,0.8,32.71,0.63,12.91,38.49,46.88,246.89,0,-0.22,21,4353.64,-92
157837,08:45.8,15.63,17.67,3298.33,0.29,0,,0.8,32.83,0.64,12.87,38.49,46.88,246.89,0,-0.21,21,4320,-94
157937,08:45.9,15.83,18.14,3323.27,0.27,0,,0.8,33.05,0.65,12.91,38.6,46.96,252.4,0,-0.22,21,4320,-94
158037,08:46.0,15.95,18.61,3345.41,0.27,0,,0.8,33.27,0.66,12.91,38.6,46.96,252.4,0,-0.23,21,4320,-95
158137,08:46.1,16.22,19.08,3404.74,0.26,0,,0.8,33.47,0.68,12.91,38.67,46.91,257.52,0,-0.23,21,4320,-96
158237,08:46.2,16.42,19.54,3438.3,0.27,0,,0.8,33.87,0.69,12.88,38.67,46.91,257.52,0,-0.26,21,4320,-96
158454,08:46.5,16.63,20.54,3497.11,0.27,0,,0.8,34.14,0.71,12.88,38.62,46.99,262.41,0,-0.21,21,4320,-97
158554,08:46.6,16.9,21.01,3581.55,0.25,0,,0.8,34.32,0.73,12.9,38.62,46.99,262.41,0,-0.19,21,4333.05,-99
158654,08:46.7,17.13,21.48,3620.67,0.25,0,,0.8,34.48,0.74,12.91,38.62,46.99,262.41,0,-0.26,21,4339.31,-100
158754,08:46.8,17.29,22,3627.13,0.27,0,,0.8,34.74,0.75,12.89,38.67,46.91,268.31,0,-0.25,21,4340.34,-100
158854,08:46.9,17.55,22.47,3675.34,0.26,0,,0.8,34.89,0.77,12.91,38.67,46.91,268.31,0,-0.18,21,4348.06,-101
158954,08:47.0,17.69,23,3723.01,0.25,0,,0.8,35.13,0.78,12.91,38.67,46.91,268.31,0,-0.23,21,4355.68,-102
159054,08:47.1,17.82,23.47,3779.17,0.27,0,,0.8,35.28,0.79,12.87,38.76,47.02,272.58,0,-0.23,21,4336.66,-103
159154,08:47.2,18.05,23.99,3763.88,0.27,0,,0.8,35.5,0.8,12.92,38.76,47.02,272.58,0,-0.23,21,4348.9,-102
159254,08:47.3,18.05,24.52,3341.22,0.26,0,,0.8,35.72,0.82,12.9,38.82,47.06,276.91,0,-0.21,21,4320,-95
159354,08:47.4,18.06,24.99,3032.91,0.25,0,,0.8,35.85,0.83,12.92,38.82,47.06,276.91,0,-0.2,21,4458.94,-89
159572,08:47.6,18.13,26.1,2579.54,1.47,0,,0.8,36.69,0.85,12.89,38.83,47.05,274.56,0,-0.18,21,4160,-81
159672,08:47.7,18.2,26.63,2329.69,1.47,0,,0.8,37.07,0.85,12.92,38.83,47.05,274.56,0,-0.22,21,4160,-76
159772,08:47.8,18.08,27.09,1778.25,1.47,0,,0.8,37.34,0.86,12.79,38.83,47.05,274.56,0,-0.22,21,4754.8,-58
159872,08:47.9,18.24,27.62,1969.54,1.47,0,,0.8,37.88,0.87,12.91,39.01,47,255.66,0,-0.25,21,4448.74,-68
159972,08:48.0,18.28,28.15,2030.56,1.47,0,,0.8,38.23,0.87,12.92,39.01,47,255.66,0,-0.24,21,4370.66,-71
160072,08:48.1,18.47,28.67,2057.72,1.47,0,,0.8,38.57,0.88,12.78,39.01,47,255.66,0,-0.19,21,4344.59,-72
160172,08:48.2,18.42,29.14,2017.69,1.29,0,,0.8,38.83,0.89,12.91,38.94,47.05,245.86,0,-0.24,21,4383.02,-71
160272,08:48.3,18.5,29.67,2052.19,1.41,0,,0.8,39.35,0.9,12.94,38.94,47.05,245.86,0,-0.19,21,4349.89,-71
160372,08:48.4,18.75,30.19,2059.24,1.47,0,,0.8,39.68,0.9,12.71,38.92,47.11,245.05,0,-0.23,21,4343.13,-72
160472,08:48.5,18.7,30.72,2058.07,1.47,0,,0.8,40,0.91,12.94,38.92,47.11,245.05,0,-0.22,21,4344.25,-72
160688,08:48.7,18.9,31.89,2088.23,1.47,0,,0.8,40.96,0.93,12.92,39.14,47.13,244.88,0,-0.19,21,4315.3,-72
160788,08:48.8,18.99,32.42,2081.13,1.47,0,,0.8,41.26,0.93,12.78,39.14,47.13,244.88,0,-0.22,21,4322.12,-72
160888,08:48.9,18.97,32.95,2083.15,1.47,0,,0.8,41.56,0.94,12.91,39.14,47.13,244.88,0,-0.23,21,4320.17,-72
160988,08:49.0,19.28,33.47,2108.81,1.47,0,,0.8,41.85,0.95,12.77,39.1,47.16,245.04,0,-0.22,21,4295.54,-72
161088,08:49.1,19.24,34,2120.78,1.47,0,,0.8,42.33,0.95,12.8,39.1,47.16,245.04,0,-0.22,21,4284.05,-73
161188,08:49.2,19.28,34.53,2107.04,1.47,0,,0.8,42.61,0.96,12.94,39.1,47.16,245.04,0,-0.2,21,4297.24,-72
161288,08:49.3,19.46,35.11,2128.41,1.47,0,,0.8,42.96,0.97,12.77,39.19,47.13,245.34,0,-0.18,21,4276.72,-73
161388,08:49.4,19.48,35.64,2157.23,1.47,0,,0.8,43.24,0.98,12.92,39.19,47.13,245.34,0,-0.21,21,4249.06,-73
161488,08:49.5,19.57,36.16,2126.87,1.47,0,,0.8,43.51,0.99,12.91,39.33,47.27,245.81,0,-0.18,21,4278.21,-73
161588,08:49.6,19.72,36.75,2157.42,1.47,0,,0.8,44.03,0.99,12.8,39.33,47.27,245.81,0,-0.19,21,4248.88,-73
161805,08:49.8,19.87,37.92,2175.53,1.47,0,,0.8,44.69,1.01,12.79,39.4,47.25,246.69,0,-0.2,21,4231.49,-74
161905,08:49.9,20.05,38.5,2193.62,1.47,0,,0.8,45.01,1.02,12.94,39.4,47.25,246.69,0,-0.19,21,4214.12,-74
162005,08:50.0,20.1,39.03,2212.92,1.47,0,,0.8,45.27,1.02,12.91,39.4,47.25,246.69,0,-0.23,21,4195.6,-74
162105,08:50.1,20.06,39.62,2210.64,1.47,0,,0.8,45.58,1.03,12.92,39.57,47.22,248.67,0,-0.18,21,4197.79,-74
162205,08:50.2,20.2,40.2,2219.67,1.47,0,,0.8,45.89,1.04,12.91,39.57,47.22,248.67,0,-0.24,21,4189.11,-74
162305,08:50.3,20.41,40.73,2239.18,1.47,0,,0.8,46.31,1.04,12.93,39.57,47.22,248.67,0,-0.18,21,4170.39,-75
162405,08:50.4,20.42,41.31,2232.14,1.4,0,,0.8,46.61,1.05,12.91,39.76,47.4,249.97,0,-0.18,21,4177.14,-75
162505,08:50.5,20.62,41.9,2235.43,1.34,0,,0.8,46.91,1.06,12.92,39.76,47.4,249.97,0,-0.21,21,4173.99,-75
162605,08:50.6,20.74,42.48,2259.16,1.36,0,,0.8,47.21,1.07,12.94,40.1,47.34,251.47,0,-0.23,21,4160,-75
162705,08:50.7,20.71,43.07,2267.15,1.37,0,,0.8,47.5,1.08,12.86,40.1,47.34,251.47,0,-0.21,21,4160,-75
162923,08:50.9,21.05,44.36,2292.09,1.34,0,,0.8,48.19,1.09,12.91,40.13,47.34,252.8,0,-0.19,21,4160,-76
163023,08:51.0,21.08,44.94,2296.21,1.22,0,,0.8,48.47,1.1,12.94,40.13,47.34,252.8,0,-0.19,21,4160,-76
163123,08:51.1,21.18,45.53,2289.12,1.24,0,,0.8,48.74,1.11,12.91,40.13,47.34,252.8,0,-0.19,21,4160,-76
163223,08:51.2,21.4,46.11,2325.49,1.34,0,,0.8,49.01,1.12,12.92,40.43,47.45,254.72,0,-0.21,21,4160,-76
163323,08:51.3,21.38,46.7,2307.6,1.25,0,,0.8,49.27,1.13,12.86,40.43,47.45,254.72,0,-0.18,21,4160,-76
163423,08:51.4,21.56,47.28,2338.91,1.21,0,,0.8,49.53,1.13,12.91,40.43,47.47,256.19,0,-0.21,21,4160,-77
163523,08:51.5,21.51,47.93,2341.33,1.15,0,,0.8,49.85,1.14,12.91,40.43,47.47,256.19,0,-0.22,21,4160,-77
163623,08:51.6,21.58,48.51,2356.27,1.16,0,,0.8,50.1,1.15,12.89,40.43,47.47,256.19,0,-0.18,21,4160,-77
163723,08:51.7,21.79,49.15,2348.47,1.07,0,,0.8,50.41,1.16,12.92,40.62,47.5,257.8,0,-0.21,21,4160,-77
163823,08:51.8,21.95,49.74,2369.53,1.05,0,,0.8,50.66,1.17,12.92,40.62,47.5,257.8,0,-0.15,21,4160,-77
164037,08:52.0,22.05,51.09,2401.2,1.06,0,,0.8,51.32,1.18,12.93,40.63,47.52,259.25,0,-0.23,21,4160,-78
164137,08:52.1,22.18,51.67,2401.97,0.86,0,,0.8,51.55,1.19,12.92,40.63,47.52,259.25,0,-0.21,21,4160,-78
164237,08:52.2,22.23,52.31,2385.69,0.89,0,,0.8,51.84,1.2,12.89,40.63,47.52,259.25,0,-0.23,21,4160,-77
164337,08:52.3,22.51,52.9,2441.56,0.99,0,,0.8,52.07,1.21,12.92,40.72,47.55,261.57,0,-0.2,21,4160,-78
164437,08:52.4,22.43,53.54,2415.51,0.96,0,,0.8,52.35,1.22,12.9,40.72,47.55,261.57,0,-0.17,21,4160,-78
164537,08:52.5,22.56,54.19,2439.22,1.06,0,,0.8,52.63,1.22,12.91,40.72,47.55,261.57,0,-0.23,21,4160,-78
164637,08:52.6,22.71,54.83,2438.63,0.97,0,,0.8,52.9,1.23,12.94,40.8,47.56,263.16,0,-0.23,21,4160,-78
